city,lat,lng,country,population,predicted_population
Jataí,-17.8796,-51.75,Brazil,76547,76286.00576562561
São João da Boa Vista,-21.98,-46.79,Brazil,76540,78533.91238312819
Davis,38.5552,-121.7365,United States,76524,75858.79415985003
Al Musayyib,32.7786,44.29,Iraq,76454,76857.69919224622
Zephyrhills,28.2407,-82.1797,United States,76416,74996.89325636602
Baldwin Park,34.0829,-117.972,United States,76402,75757.87381624944
Tucuruí,-3.68,-49.72,Brazil,76337,76248.2219168498
Honiara,-9.438,159.9498,Solomon Islands,76328,76719.60725910071
Masvingo,-20.0596,30.82,Zimbabwe,76311,76486.37601544651
Babahoyo,-1.7996,-79.54,Ecuador,76279,75917.64610374923
Tuban,-6.8995,112.05,Indonesia,76242,76740.71575706314
Sakhon Nakhon,17.1679,104.1479,Thailand,76237,74858.5672050075
Birobidzhan,48.7974,132.9508,Russia,76146,75445.35202001772
Altoona,40.5082,-78.4007,United States,76096,75830.87410571908
Gary,41.5906,-87.3472,United States,76008,76778.63820027019
Tamanrasset,22.785,5.5228,Algeria,76000,78731.4486481623
Tailai,46.3904,123.41,China,75992,78365.85705872824
Wyoming,42.8909,-85.7066,United States,75938,77127.57523547087
Saint Augustine,29.8979,-81.31,United States,75932,76034.1754288849
San Ramon,37.7625,-121.9365,United States,75931,76340.82887563689
Mackay,-21.1439,149.15,Australia,75922,77156.95010826252
Kamensk Shakhtinskiy,48.3318,40.2518,Russia,75814,75665.53290685388
Buynaksk,42.8335,47.113,Russia,75800,75718.90358197711
Bethlehem,40.6266,-75.3679,United States,75707,74102.68252337143
Cedar Park,30.5105,-97.8198,United States,75704,77451.18495534032
Arlington Heights,42.0956,-87.9825,United States,75634,75897.26247924176
Galway,53.2724,-9.0488,Ireland,75594,75906.02584848885
Nevşehir,38.624,34.724,Turkey,75527,74847.82404123388
Campo Murao,-24.0496,-52.42,Brazil,75401,75205.60677208047
Union City,37.603,-122.0187,United States,75343,75041.87638281455
Kompong Chhnang,12.2505,104.6666,Cambodia,75244,75783.8303047831
Agrinio,38.6218,21.4077,Greece,75233,78562.86561381925
Bolingbrook,41.6903,-88.102,United States,75201,74542.54412724954
Anniston,33.6713,-85.8136,United States,75169,75291.07671704236
Oshkosh,44.0228,-88.5616,United States,75154,75240.64607879365
Idah,7.1104,6.7399,Nigeria,75087,74892.08768477096
Bombo,0.5833,32.5333,Uganda,75000,73529.22189331507
Gode,5.95,43.45,Ethiopia,75000,75240.43909431406
Red Deer,52.2666,-113.8,Canada,74857,74486.12622425988
Evanston,42.0463,-87.6942,United States,74756,73089.21412483198
Darhan,49.6167,106.35,Mongolia,74738,73451.41169551443
Cachoeira do Sul,-30.03,-52.91,Brazil,74694,71478.87817956104
Camarillo,34.223,-119.0323,United States,74682,74985.25368009732
Greenock,55.9333,-4.75,United Kingdom,74635,73584.07777037454
Toledo,39.867,-4.0167,Spain,74632,73165.245084966
Camden,39.9361,-75.1073,United States,74532,73626.54687730136
Manokwari,-0.8711,134.0693,Indonesia,74504,75490.80313327996
Hilton Head Island,32.1896,-80.7499,United States,74500,73745.40049119062
Missouri City,29.5635,-95.5377,United States,74497,75003.31711869671
Shanxian,34.7904,116.08,China,74459,74061.41435650048
San Marcos,29.8734,-97.9382,United States,74212,74932.32551867314
Rochester Hills,42.6645,-83.1563,United States,74205,74004.51833954382
Schaumburg,42.0307,-88.0838,United States,74184,75321.02354773432
Karlstad,59.3671,13.4999,Sweden,74141,74969.47521838333
Kara Balta,42.8306,73.8857,Kyrgyzstan,74133,74469.35393185032
San Ramón de la Nueva Orán,-23.14,-64.32,Argentina,74059,74159.42119027807
Winchester,39.1735,-78.1746,United States,74031,75482.82794269567
Harrisonburg,38.4362,-78.8735,United States,74023,74208.74490677057
Standerton,-26.9395,29.24,South Africa,74021,72888.86658989091
Riberalta,-10.983,-66.1,Bolivia,74014,75943.79859089074
Prey Veng,11.484,105.324,Cambodia,74000,73832.25432743567
Cozumel,20.51,-86.95,Mexico,73934,72111.50501119287
Wausau,44.9615,-89.6436,United States,73933,73568.32800981215
Kiffa,16.62,-11.4,Mauritania,73930,74640.91568661643
Jonesboro,35.8212,-90.6795,United States,73788,74804.42993834094
Grand Bassam,5.2004,-3.75,Côte D’Ivoire,73772,76182.19484021071
Jackson,35.6533,-88.8352,United States,73685,73773.30380803585
Farah,32.3917,62.0968,Afghanistan,73647,73296.07600837163
Munchon,39.3813,127.2517,"Korea, North",73619,72079.94868071873
Bawku,11.0604,-0.24,Ghana,73594,75033.84179575712
Rancho Cordova,38.5739,-121.2521,United States,73563,74296.52446040492
Sundsvall,62.4001,17.3167,Sweden,73389,74162.4435190874
Onitsha,6.1404,6.78,Nigeria,73374,73012.92795689905
Mandurah,-32.5235,115.7471,Australia,73356,74373.51771693025
Mpanda,-6.3596,31.05,Tanzania,73338,74397.44362920144
Skien,59.2,9.6,Norway,73330,73147.03494404929
Roanne,46.0333,4.0667,France,73315,73245.50326279706
Bonao,18.942,-70.409,Dominican Republic,73269,73401.40082106348
Cuamba,-14.7896,36.54,Mozambique,73268,73228.39416529506
Călărași,44.2063,27.3259,Romania,73224,73811.24062693145
Tatvan,38.5066,42.2816,Turkey,73222,72785.81214443113
General Roca,-39.02,-67.61,Argentina,73212,73983.36703528473
Southfield,42.4765,-83.2605,United States,73208,73905.95582771573
Tokar,18.4333,37.7333,Sudan,73202,74303.85198389119
Owensboro,37.7575,-87.1172,United States,73173,72072.35223627798
Apple Valley,34.5329,-117.2102,United States,73077,74023.58280475943
Nekemte,9.0905,36.53,Ethiopia,73018,72603.16450275954
Pasco,46.2503,-119.1298,United States,73013,73719.3502293235
Korosten,50.9504,28.65,Ukraine,72984,73231.25410058707
San Juan,18.807,-71.229,Dominican Republic,72950,72882.40838433978
Dabou,5.3204,-4.3899,Côte D’Ivoire,72913,75486.49131085176
Conway,35.0753,-92.4695,United States,72894,71125.81969261996
Lodi,38.1218,-121.2932,United States,72890,71522.84204834874
Guadalajara,40.6337,-3.1666,Spain,72850,72689.88637085
Quảng Trị,16.7504,107.2,Vietnam,72722,72068.39944858683
New Britain,41.6758,-72.7862,United States,72710,72950.4395610515
Tamazunchale,21.2704,-98.78,Mexico,72685,72367.34741968695
Georgievsk,44.1599,43.4699,Russia,72649,73556.6462432621
Mansfield,40.7656,-82.5275,United States,72635,72134.66266040405
Carlisle,54.88,-2.93,United Kingdom,72633,73515.49097523202
Lanxi,46.2664,126.276,China,72528,72641.40596380942
Waukesha,43.0087,-88.2464,United States,72489,74448.07258797168
Launceston,-41.4498,147.1302,Australia,72458,74453.21327078233
Morgantown,39.638,-79.9468,United States,72453,73127.34525124558
Keshan,48.0263,125.866,China,72403,73578.92866325632
Bacabal,-4.23,-44.8,Brazil,72372,72955.73520616652
Venado Tuerto,-33.7496,-61.97,Argentina,72340,72539.58777311737
Bourges,47.0837,2.4,France,72340,72544.47914984782
Goya,-29.14,-59.27,Argentina,72304,70930.04091451816
Montepuez,-13.1196,39,Mozambique,72279,72322.11671960047
As Suwayda,32.7004,36.5666,Syria,72248,73033.14618602193
Esbjerg,55.467,8.45,Denmark,72205,71457.61863145333
Pittsburg,38.019,-121.8969,United States,72141,72431.5438649203
Sumter,33.9392,-80.393,United States,72131,71041.26426279065
Chusovoy,58.2934,57.813,Russia,72113,71113.11861894427
Nizwa,22.9264,57.5314,Oman,72076,72119.94188769007
Pawtucket,41.8743,-71.3743,United States,72001,72272.70520875162
Lauderhill,26.1605,-80.2241,United States,71970,71319.89364047657
Cleveland,35.1817,-84.8707,United States,71944,72791.54824955051
Chalkida,38.464,23.6124,Greece,71842,72526.07597641236
Kalamata,37.0389,22.1142,Greece,71823,72727.00970283084
Andkhvoy,36.9317,65.1015,Afghanistan,71730,71285.40813706926
Vratsa,43.21,23.5625,Bulgaria,71633,71634.07149111277
Dothan,31.2336,-85.4068,United States,71620,72853.42819141067
Chernogorsk,53.8313,91.2227,Russia,71582,71295.70663890321
Porto União,-26.2396,-51.08,Brazil,71578,72361.92346111909
Redlands,34.0512,-117.171,United States,71554,70378.04769274268
Goiana,-7.5596,-35,Brazil,71549,70972.12443282105
Monastir,35.7307,10.7673,Tunisia,71546,71135.73971385004
Wenatchee,47.4338,-120.3285,United States,71512,69788.65689616954
Çankırı,40.607,33.621,Turkey,71379,72205.92949624677
Upington,-28.46,21.23,South Africa,71373,71420.85856335524
Mardin,37.3115,40.7427,Turkey,71373,70944.16796171898
Kovel,51.2171,24.7166,Ukraine,71301,70363.74092657643
Sotik,-0.6796,35.12,Kenya,71285,70307.24417986684
Asti,44.93,8.21,Italy,71276,71918.98247440354
Zadar,44.1201,15.2623,Croatia,71258,69936.11051201353
Passaic,40.8574,-74.1282,United States,71247,70239.08823621109
Ijuí,-28.3895,-53.9199,Brazil,71202,71047.56885123174
Anlu,31.27,113.67,China,71198,72102.68964239152
Salima,-13.7829,34.4333,Malawi,71181,70412.31924510152
Mamou,10.3804,-12.1,Guinea,71153,70770.51981676751
Comayagua,14.4604,-87.65,Honduras,71142,69447.08976518824
Wilmington,39.7415,-75.5413,United States,71106,71131.68595469458
Lynwood,33.924,-118.2017,United States,71099,70106.00275620856
Muyinga,-2.8523,30.3173,Burundi,71076,72439.1953859663
Maple Grove,45.1089,-93.4626,United States,71066,71436.34399719577
Pocatello,42.8716,-112.4656,United States,71020,72153.62725939823
South Jordan,40.5571,-111.9782,United States,70954,71664.56885884797
Weston,26.1006,-80.4057,United States,70944,72062.18142054575
Altamira,-3.1996,-52.21,Brazil,70888,70996.2656523697
Saraburi,14.5304,100.88,Thailand,70769,70078.24868730978
Debre Markos,10.34,37.72,Ethiopia,70758,69490.1187029907
Paracatu,-17.1996,-46.87,Brazil,70753,70710.12087256486
Georgetown,30.6664,-97.6937,United States,70685,72097.57784740136
Ali Bayramli,39.9323,48.9203,Azerbaijan,70684,68251.25346679088
Lethbridge,49.7005,-112.8333,Canada,70617,69338.41387025158
Mindelo,16.8838,-25,Cabo Verde,70611,69101.32546738497
Byumba,-1.5796,30.06,Rwanda,70593,71423.33683619944
Saint Gallen,47.423,9.362,Switzerland,70572,72367.3218502178
Scarborough,54.2804,-0.43,United Kingdom,70571,68903.25316429535
Tatabánya,47.55,18.433,Hungary,70541,68602.92494041425
Janesville,42.6855,-89.0136,United States,70518,69714.60352122517
Volsk,52.0347,47.3743,Russia,70500,70528.57231910832
Baiquan,47.6018,126.0819,China,70472,69858.84190733713
North Richland Hills,32.8605,-97.218,United States,70441,72496.65560235713
Kastamonu,41.389,33.783,Turkey,70402,70949.07175853029
Union City,40.7674,-74.0323,United States,70387,70184.50723064349
Iguatu,-6.36,-39.3,Brazil,70380,70393.41067033108
Saint Charles,38.7958,-90.5159,United States,70329,70848.73110570583
Sunyani,7.336,-2.336,Ghana,70299,70739.51521660163
Châu Đốc,10.7004,105.1167,Vietnam,70239,71423.15374910548
Belogorsk,50.9191,128.4637,Russia,70203,70484.00029543276
Karakol,42.492,78.3818,Kyrgyzstan,70171,68743.08817281314
Lisala,2.14,21.51,Congo (Kinshasa),70087,70392.80651754576
Rongzhag,30.9504,101.9167,China,70000,68560.03132923177
Sheboygan,43.7447,-87.7322,United States,69920,69899.38261367095
Homestead,25.4664,-80.4472,United States,69907,69340.98999674084
Bristol,36.5572,-82.2144,United States,69865,69447.53895731021
Lobatse,-25.2196,25.68,Botswana,69804,71425.18227412183
Lima,40.7409,-84.1121,United States,69798,68983.06972784383
Trnava,48.3666,17.6,Slovakia,69785,68616.42968947925
Walnut Creek,37.9025,-122.0398,United States,69773,70270.39375509613
Woodbury,44.9057,-92.923,United States,69756,67609.73893903803
Totonicapán,14.914,-91.358,Guatemala,69734,68886.76066806531
Ouezzane,34.8103,-5.57,Morocco,69658,68164.51063885332
Arba Minch,6.04,37.55,Ethiopia,69622,70354.06633932977
Rio Verde,21.93,-99.98,Mexico,69613,68234.59082278935
Paragominas,-2.9596,-47.49,Brazil,69613,68949.50912576586
Tuy Hòa,13.082,109.316,Vietnam,69596,68603.26854457943
Guajara-Miram,-10.8,-65.3499,Brazil,69586,70788.94839788349
West Bend,43.4184,-88.1822,United States,69577,68754.48197663297
Mount Vernon,48.4202,-122.3116,United States,69528,68916.23363782153
Villa Carlos Paz,-31.42,-64.5,Argentina,69451,69074.73128460515
Jaboticabal,-21.25,-48.33,Brazil,69394,66903.75671146892
Bafia,4.7504,11.23,Cameroon,69270,70660.21503570367
Kolda,12.9104,-14.95,Senegal,69267,69555.36273909971
Arauca,7.0907,-70.7616,Colombia,69264,69482.1282144351
Vaslui,46.6333,27.7333,Romania,69225,70316.80097567978
Hasselt,50.964,5.484,Belgium,69222,70342.80084069118
Ongjin,37.9371,125.3571,"Korea, North",69195,68403.34981459686
Hammond,30.506,-90.456,United States,69180,70209.70482170528
Azogues,-2.74,-78.84,Ecuador,69087,67901.81934340356
Giurgiu,43.93,25.84,Romania,69067,68356.05517016312
Daphne,30.6291,-87.8872,United States,69065,68919.94258867459
Potenza,40.642,15.799,Italy,69060,69541.01446912045
Ayr,55.4504,-4.6167,United Kingdom,69042,68656.47821112942
Jorhat,26.75,94.2167,India,69033,69733.09394000295
Mocuba,-16.8496,38.26,Mozambique,68984,67248.83807223076
Ragusa,36.93,14.73,Italy,68956,68537.1886595855
Liuhe,42.2789,125.7173,China,68938,69487.79772174261
Güines,22.8361,-82.028,Cuba,68935,67566.99536318485
Mansfield,32.569,-97.1211,United States,68928,70811.97104643154
Timbuktu,16.7666,-3.0166,Mali,68872,71858.59394387597
Wum,6.4004,10.07,Cameroon,68836,69300.22677685914
Chulucanas,-5.0896,-80.17,Peru,68835,68577.36064336951
Tuymazy,54.6048,53.6943,Russia,68829,67698.526321493
Decatur,34.573,-86.9905,United States,68816,69847.01260123157
Oranjestad,12.5304,-70.029,Aruba,68775,68637.718145196
Al Ahmadi,29.0769,48.0838,Kuwait,68763,71168.23020945172
Delray Beach,26.455,-80.0905,United States,68749,66942.38635700512
Saywun,15.943,48.7873,Yemen,68747,67562.35576768532
Kamloops,50.6667,-120.3333,Canada,68714,69240.74085921986
Gaithersburg,39.1347,-77.213,United States,68710,67701.73540389897
Mount Vernon,40.9136,-73.8291,United States,68703,69309.81028659413
Palatine,42.1181,-88.043,United States,68644,69009.29853090145
Gävle,60.667,17.1666,Sweden,68635,67828.15344933882
Borisoglebsk,51.3687,42.0887,Russia,68597,69507.24644217914
Dubuque,42.5007,-90.7067,United States,68573,68472.89250441124
Bossier City,32.523,-93.6666,United States,68554,67496.42914766887
Sabanalarga,10.64,-74.92,Colombia,68535,68484.90778047296
L'Aquila,42.3504,13.39,Italy,68503,68439.05898533286
Buckeye,33.4318,-112.643,United States,68453,69165.99209226665
Rockville,39.0834,-77.1553,United States,68401,69558.91503675752
Broomfield,39.9541,-105.0527,United States,68341,68125.77268883772
Türkmenbaşy,40.023,52.9697,Turkmenistan,68292,68625.22099623333
Saldanha,-33.01,17.93,South Africa,68284,68221.25894632626
Victoria,28.8285,-96.985,United States,68271,67835.89365289667
Matara,5.949,80.5428,Sri Lanka,68244,68644.30355860134
Lodja,-3.4896,23.42,Congo (Kinshasa),68244,67839.14573857939
Yorba Linda,33.889,-117.7714,United States,68229,66279.71030726565
Oturkpo,7.1904,8.13,Nigeria,68220,68684.01778192948
Ames,42.0261,-93.6279,United States,68156,66752.9030680573
Narathiwat,6.4318,101.8214,Thailand,68112,67865.94487606993
Artemisa,22.8134,-82.7619,Cuba,68073,68371.85003879583
Balsas,-7.52,-46.05,Brazil,68056,66920.6177972191
Daytona Beach,29.1995,-81.0982,United States,68055,66848.3985561777
Putrajaya,2.914,101.7019,Malaysia,67964,68129.30652829053
Calbayog,12.0672,124.6042,Philippines,67921,69050.05193735268
Redondo Beach,33.8574,-118.3766,United States,67908,67946.98544990426
Concepción del Uruguay,-32.48,-58.24,Argentina,67895,67003.02880075277
Garissa,-0.4396,39.67,Kenya,67861,68185.60033481817
Minxian,34.4362,104.0306,China,67826,68068.56510955551
Carbondale,37.722,-89.2238,United States,67807,66051.26590213105
Deva,45.8833,22.9167,Romania,67802,66855.49156198445
Khanty Mansiysk,61.0015,69.0015,Russia,67800,65957.78046158867
Ishim,56.1502,69.4498,Russia,67762,66811.11829049766
Matehuala,23.6604,-100.65,Mexico,67717,67542.17760067762
Hanover,39.8117,-76.9835,United States,67679,69152.52216235337
Juchitan,16.43,-95.02,Mexico,67637,66372.97210956838
Saratoga Springs,43.0674,-73.7775,United States,67582,69048.48295310547
DeKalb,41.9312,-88.7483,United States,67500,68205.52310085604
Soyo,-6.1296,12.37,Angola,67491,69683.84723974983
Casper,42.8421,-106.3208,United States,67462,68173.84761888479
Kenner,30.0109,-90.2549,United States,67451,68405.94009358042
South San Francisco,37.6536,-122.4197,United States,67429,67524.12613877586
Santa Inês,-3.66,-45.39,Brazil,67424,66807.8147748403
El Bayadh,33.6904,1.01,Algeria,67413,67906.1777876255
Oktyabrskiy,52.6636,156.2387,Russia,67386,68795.46401394698
Sherman,33.6266,-96.6195,United States,67354,68082.35358222143
Dimbokro,6.6505,-4.71,Côte D’Ivoire,67349,67892.87126373406
Petaluma,38.2423,-122.6267,United States,67316,68490.3014969143
Tejen,37.3786,60.496,Turkmenistan,67294,66189.75354286219
Kasese,0.2325,29.9883,Uganda,67269,67340.79104423802
Tzaneen,-23.8195,30.17,South Africa,67245,68390.47480386317
Jelgava,56.6527,23.7128,Latvia,67207,66964.55708495184
Lao Chi,22.5014,103.966,Vietnam,67206,67573.62640543509
Bayonne,40.6659,-74.1141,United States,67186,66962.24256844283
Palo Alto,37.3913,-122.1467,United States,67178,66423.19580344792
Puerto Maldonado,-12.6,-69.1833,Peru,67155,68288.84892923223
Mbaïki,3.8704,18,Central African Republic,67132,65602.61103722063
Weirton,40.406,-80.5671,United States,67082,67254.24172457196
Bay City,43.5903,-83.8886,United States,67059,66062.85188111504
Jaltipan,17.94,-94.74,Mexico,66998,66746.75396387785
Narva,59.3776,28.1603,Estonia,66980,68601.53241231386
Apatity,67.5731,33.393,Russia,66907,67665.28491606914
Kati,12.7504,-8.08,Mali,66895,65994.38827212968
Aleksin,54.5143,37.0944,Russia,66885,67019.80787481769
Kissidougou,9.1905,-10.12,Guinea,66815,66753.44816917207
Baní,18.28,-70.331,Dominican Republic,66709,67721.53855190902
Las Heras,-32.825,-68.8017,Argentina,66663,67884.50665557465
Eagan,44.817,-93.1638,United States,66627,67103.30951385965
Los Lunas,34.8114,-106.7808,United States,66613,66602.18692762422
Nalut,31.8804,10.97,Libya,66609,67658.83899161758
Mansehra,34.3418,73.1968,Pakistan,66486,64800.89900160328
Corvallis,44.5697,-123.278,United States,66441,67569.76521054737
Rogers,36.3173,-94.1514,United States,66430,66750.82089998739
Lake Elsinore,33.6843,-117.3348,United States,66411,66686.010221947
Kungur,57.4348,56.9543,Russia,66389,66734.44784404892
Klintsy,52.7652,32.2448,Russia,66336,67218.068376135
Laguna Niguel,33.5275,-117.705,United States,66334,64246.08962313671
Neryungri,56.674,124.7104,Russia,66320,66911.29123293591
Huinan,42.6229,126.2614,China,66315,65342.16556798461
Lahij,13.0582,44.8838,Yemen,66288,66107.06554763432
Leninogorsk,54.5987,52.4487,Russia,66263,67809.15631617887
Pyongsan,38.3367,126.3866,"Korea, North",66260,65461.063447660774
Grand Forks,47.9223,-97.0887,United States,66159,66987.45867586521
Burdur,37.7167,30.2833,Turkey,66158,65557.72132322755
Alba Lulia,46.077,23.58,Romania,66085,67269.17203818934
Morón,22.1099,-78.6275,Cuba,66060,65326.49719799847
Lesosibirsk,58.2433,92.4833,Russia,65945,66115.71902191061
North Little Rock,34.7814,-92.2378,United States,65911,66633.76526039641
Lahat,-3.8,103.5333,Indonesia,65906,64931.56318897586
Rockhampton,-23.3639,150.52,Australia,65850,65029.195004692425
Chabahar,25.3004,60.6299,Iran,65801,66536.16802861737
Alpharetta,34.0704,-84.2739,United States,65799,64970.13931800403
Polevskoy,56.4434,60.188,Russia,65770,65787.30499589592
Sodo,6.9,37.75,Ethiopia,65737,65904.67817209916
Tamarac,26.2058,-80.2547,United States,65669,66722.57819453206
Schenectady,42.8025,-73.9276,United States,65625,66172.10452124011
Great Falls,47.5022,-111.2995,United States,65624,65936.02869441072
Longview,46.146,-122.963,United States,65619,64940.98273597027
West Des Moines,41.5527,-93.7805,United States,65608,65670.10874717476
Phyarpon,16.2933,95.6829,Burma,65601,65950.26469775863
Rio Negro,-26.1,-49.79,Brazil,65597,65414.570271158336
Panaji,15.492,73.818,India,65586,65578.02907896203
Prince George,53.9167,-122.7667,Canada,65558,66346.83881810973
Shawnee,39.0158,-94.8076,United States,65513,65763.2454292811
Santo Ângelo,-28.3,-54.28,Brazil,65420,65773.99727037252
Bani Walid,31.7704,13.99,Libya,65392,66119.6557387553
East Orange,40.7651,-74.2117,United States,65378,67566.4305431603
Masaka,-0.3296,31.73,Uganda,65373,65344.02213406226
Kumertau,52.7748,55.7843,Russia,65321,65168.617589028385
San Clemente,33.4498,-117.6103,United States,65267,64483.61456307313
Birni Nkonni,13.7904,5.2599,Niger,65252,66051.66350177064
Debre Birhan,9.6804,39.53,Ethiopia,65231,64959.10920980469
Békéscsaba,46.672,21.101,Hungary,65206,64050.79780670444
Cobán,15.47,-90.38,Guatemala,65194,64195.65579877568
Michigan City,41.7098,-86.8705,United States,65144,66563.47266365918
Ji-Paraná,-10.8333,-61.967,Brazil,65016,64428.199913208206
Borås,57.7304,12.92,Sweden,65008,64261.081509353346
Solwezi,-12.1796,26.4,Zambia,65000,62468.01540183176
Jupiter,26.9199,-80.1127,United States,64976,63280.00784843293
Saki,41.1923,47.1705,Azerbaijan,64968,66079.43535403935
Krasnoturinsk,59.7948,60.4848,Russia,64878,64646.79737812179
Tan Tan,28.4304,-11.1,Morocco,64868,64799.17921283034
Wellington,26.6464,-80.2707,United States,64848,64650.90930609528
Rocklin,38.8075,-121.2488,United States,64838,64959.84249962336
Gurupi,-11.7196,-49.06,Brazil,64789,62685.259832068245
Rafha,29.6202,43.4948,Saudi Arabia,64755,62286.511460261
Rocky Mount,35.9676,-77.8047,United States,64732,67243.89271717932
Fairbanks,64.8353,-147.6533,United States,64732,64931.57549810879
Feyzabad,37.1298,70.5792,Afghanistan,64704,64829.38864076157
Elmira,42.0938,-76.8097,United States,64664,64782.74463511918
Mazatenango,14.5304,-91.51,Guatemala,64652,63584.456723465206
Binga,2.3834,20.42,Congo (Kinshasa),64639,63151.14269445719
Johnstown,40.3258,-78.9194,United States,64615,63897.495124826186
Blaine,45.1696,-93.2077,United States,64557,64101.55141098328
Puerto Madryn,-42.77,-65.04,Argentina,64555,64927.00114675883
Sammamish,47.6019,-122.0419,United States,64548,64306.88565119128
Parintins,-2.61,-56.74,Brazil,64428,66464.01816536127
Nepalganj,28.0503,81.6167,Nepal,64400,64798.82321032969
Eden Prairie,44.8488,-93.4595,United States,64400,63972.384040645964
Tikhoretsk,45.8531,40.1377,Russia,64387,63863.09599974495
Redmond,47.6762,-122.1166,United States,64291,65361.8274431218
Glens Falls,43.3109,-73.6459,United States,64287,63483.95130121602
Taloqan,36.73,69.54,Afghanistan,64256,65428.33330480389
Parkersburg,39.2623,-81.5419,United States,64253,63398.06655298593
Qinggang,46.69,126.1,China,64182,62729.01792953632
Arras,50.2833,2.7833,France,64165,65860.33911478662
Ciudad Hidalgo,19.68,-100.57,Mexico,64154,62939.318068273635
Zrenjanin,45.3786,20.3995,Serbia,64053,63918.34331544192
Mazabuka,-15.86,27.76,Zambia,64006,62835.29148086771
Skokie,42.0359,-87.74,United States,63978,63839.148899479944
Curvelo,-18.7596,-44.43,Brazil,63954,63845.650480220276
Colón,22.7196,-80.9058,Cuba,63882,62920.24700828756
Kangar,6.433,100.19,Malaysia,63869,64010.28649591985
Ramla,31.9167,34.8667,Israel,63860,65925.76579910275
Tulare,36.1996,-119.34,United States,63855,65532.82188338357
Kristiansand,58.1666,8,Norway,63814,64552.054097114575
Lakeville,44.6776,-93.2521,United States,63748,63289.528573748765
Caçador,-26.77,-51.02,Brazil,63726,63516.053753501226
Kanchanaburi,14.0174,99.522,Thailand,63699,63027.47210526464
Haverhill,42.7838,-71.0871,United States,63639,63059.65300403188
Irecê,-11.3,-41.87,Brazil,63626,63043.48370932909
Svobodnyy,51.4062,128.1312,Russia,63620,63635.3525133774
Catalão,-18.18,-47.95,Brazil,63544,62705.05930523902
Zarafshon,41.5822,64.2018,Uzbekistan,63543,63223.74437135048
Pico Rivera,33.9902,-118.0888,United States,63522,63943.10421441849
Samut Sakhon,13.536,100.274,Thailand,63498,63519.34969943631
Beloit,42.523,-89.0184,United States,63498,64286.11526892678
Kakamega,0.2904,34.73,Kenya,63426,62450.217741498695
Sefra,32.7604,-0.5799,Algeria,63420,62339.91974496093
Rzhev,56.2574,34.3275,Russia,63414,63421.61011716451
Cahul,45.9079,28.1944,Moldova,63407,64284.882827365946
Bhairawa,27.5333,83.3833,Nepal,63367,61728.0324023202
Pflugerville,30.4528,-97.6022,United States,63359,62978.30193169455
Molepolole,-24.4,25.51,Botswana,63248,64132.2404816315
Zalău,47.175,23.063,Romania,63232,61841.55881269294
Vilhena,-12.7166,-60.1166,Brazil,63231,61695.09950676487
Valença,-13.3596,-39.08,Brazil,63231,63447.78944159491
Eastvale,33.9617,-117.5802,United States,63211,63729.63104971326
Port Orange,29.1084,-81.0136,United States,63203,62008.68683028555
Montebello,34.0155,-118.1108,United States,63192,63753.367972637614
Encinitas,33.0492,-117.2613,United States,63184,62378.592069295846
Medicine Hat,50.0333,-110.6833,Canada,63138,63230.706311793
Knysna,-34.0329,23.0333,South Africa,63106,63367.8835553586
Balakhna,56.4943,43.5944,Russia,63083,64325.87876554114
Bossangoa,6.4837,17.45,Central African Republic,63064,62189.52940933204
Sopore,34.3,74.4667,India,63035,64091.61108835693
Belize City,17.4987,-88.1884,Belize,63028,62911.41743853947
Kasongo,-4.45,26.66,Congo (Kinshasa),63000,64221.45478605136
Coffs Harbour,-30.3071,153.1123,Australia,62978,63409.84411952094
Machiques,10.0704,-72.5499,Venezuela,62968,62452.330118399375
Itapeva,-23.9796,-48.88,Brazil,62957,63391.89606242012
Beledweyne,4.74,45.2,Somalia,62945,62377.88566953466
Graaff Reinet,-32.3,24.54,South Africa,62896,62567.89889701405
Balboa,8.95,-79.5667,Panama,62882,64217.52515500757
Rowlett,32.9156,-96.5488,United States,62868,63692.48883790195
Monessen,40.1519,-79.8828,United States,62833,61971.67025446794
Sebring,27.477,-81.453,United States,62814,61403.98754164833
Bitlis,38.394,42.123,Turkey,62811,61041.22823869438
Lehi,40.4137,-111.8728,United States,62712,62058.5468980107
Guamúchil,25.4704,-108.09,Mexico,62695,63793.782352393966
Nkawkaw,6.5505,-0.78,Ghana,62667,62348.183922316246
Coon Rapids,45.1755,-93.3094,United States,62656,63252.61157141961
Belebey,54.1291,54.1187,Russia,62582,62072.340299686104
Tataouine,33,10.4667,Tunisia,62577,63909.486446297175
Surin,14.8868,103.4915,Thailand,62536,63058.73031060813
Kayes,-4.18,13.28,Congo (Brazzaville),62521,61177.714085152555
La Habra,33.9278,-117.9513,United States,62466,60230.85364497764
Waltham,42.3889,-71.2423,United States,62442,62210.325661960596
Brentwood,37.9355,-121.7191,United States,62433,63312.41429300947
Singida,-4.8196,34.74,Tanzania,62432,60803.51417101423
Ankeny,41.728,-93.6031,United States,62416,63190.36276286611
San Luis Obispo,35.2671,-120.6689,United States,62398,62013.32297118606
Tanjungpandan,-2.75,107.65,Indonesia,62374,63294.630408522986
Springfield,44.0538,-122.9811,United States,62353,63945.94888719813
Council Bluffs,41.2369,-95.8517,United States,62316,59547.85061637587
Castle Rock,39.3761,-104.8534,United States,62276,61813.26317037999
Assen,53,6.55,Netherlands,62237,63172.56905253984
